chunk_id,pmid,title,year,query_tag,chunk_text,chunk_idx
32132824_c1,32132824,Systematic Review of the Role of Footwear Constructions in Running Biomechanics: Implications for Running-Related Injury and Performance.,2020,heel_drop,"Technologies, (g) heel cup, (h) upper, and (i) bending stiffness. Some running shoe constructions positively affect athletic performance-related and injury-related variables: 1) increasing the stiffness of running shoes at the optimal range can benefit performance-related variables; 2) softer midsoles can reduce impact forces and loading rates; 3) thicker midsoles can provide better cushioning effects and attenuate shock during impacts but may also decrease plantar sensations of a foot; 4) minimalist shoes can improve running economy and increase the cross-sectional area and stiffness of Achilles tendon but it would increase the metatarsophalangeal and ankle joint loading compared to the conventional shoes. While shoe constructions can effectively influence running biomechanics, research on some constructions including shoe lace, heel flare, heel-toe drop, Masai Barefoot Technologies, heel cup, and upper requires further investigation before a viable scientific guideline can be made. Future research is also needed to develop standard testing protocols to determine the",1
32132824_c2,32132824,Systematic Review of the Role of Footwear Constructions in Running Biomechanics: Implications for Running-Related Injury and Performance.,2020,heel_drop,"Barefoot Technologies, heel cup, and upper requires further investigation before a viable scientific guideline can be made. Future research is also needed to develop standard testing protocols to determine the optimal stiffness, thickness, and heel-toe drop of running shoes to optimise performance-related variables and prevent running-related injuries.",2
35155415_c0,35155415,Acute Effects of Heel-to-Toe Drop and Speed on Running Biomechanics and Strike Pattern in Male Recreational Runners: Application of Statistical Nonparametric Mapping in Lower Limb Biomechanics.,2021,heel_drop,"With the increased popularity of running, many studies have been conducted into footwears that are highly related to running performance and running-related injuries. Previous studies investigated different shoe types and running shoes with different heel-to-toe drops (HTDs). However, no research was found in investigating shoes with negative values with HTD. Therefore, the aim of this study was to determine the acute effect of HTD and running speed on lower limb biomechanics and strike pattern in recreational runners. Thirteen male recreational runners wearing shoes with two different HTDs (-8 and 8 mm) performed running at three different speeds (preferred speed [PS], 90% of PS, 110% of PS). Lower extremity kinematics and ground reaction forces were synchronously captured",0
35183841_c0,35183841,The effect of heel-to-toe drop of running shoes on patellofemoral joint stress during running.,2022,heel_drop,"Traditional running shoes with heel-to-toe drops is thought to be a contributor to increased patellofemoral joint stress, which is proposed as a mechanism of patellofemoral pain.",0
31083264_c0,31083264,Influence of speed and heel-to-toe drop in running shoes for female recreational runners: A cross-sectional study.,2019,heel_drop,"In recent years, the popularity of running has boomed and the number of women runners has risen sharply. However, little research has been conducted into the running cycle as concerns female runners. The aim of this study is to analyse, in women runners, the relationships between spatiotemporal parameters in the running cycle, the heel drop in running shoes and a progressive increase in training speed, when running on a treadmill.Thirty-eight female runners were recruited from the Malaga University Athletics Club and Nerja Athletics Club. All were at least 18 years old, recreationally active (3-4 running sessions per week) and able to run 5 km in less than 25 min. Their running performance on a treadmill was recorded and spatiotemporal parameters assessed using the OptoGait system.As the running speed increased (8-12-15 km/h) the spatiotemporal parameters of the running cycle altered: the flight time increased (P < .001) and the contact time",0
31083264_c1,31083264,Influence of speed and heel-to-toe drop in running shoes for female recreational runners: A cross-sectional study.,2019,heel_drop,assessed using the OptoGait system.As the running speed increased (8-12-15 km/h) the spatiotemporal parameters of the running cycle altered: the flight time increased (P < .001) and the contact time decreased (P = .05). Heel drop (4-12 mm) was not significantly associated with any of the parameters (phase 1: P = .198; phase 2: P = .191; phase 3: P = .242).A progressive increase in training speed on a treadmill directly influences the spatiotemporal parameters of the running cycle in women runners.,1
27045504_c0,27045504,Injuries And Footwear (Part 2): Minimalist Running Shoes.,2016,heel_drop,"This article defines minimalist running shoes and examines physiological, biomechanical, and injury rate differences when running in conventional versus minimalist running shoes. A minimalist shoe is one that provides ""minimal interference with the natural movement of the foot, because of its high flexibility, low heel to toe drop, weight and stack height, and the absence of motion control and stability devices."" Most studies indicate that running in minimalist shoes results in a lower physiological energy cost than running in conventional shoes, likely because of the lower weight of the minimalist shoe. Most individuals running in conventional shoes impact the ground heel first (rearfoot strike pattern), whereas most people running in minimalist shoes tend to strike with the front of the foot (forefoot strike pattern). The rate at which force is developed on ground impact (i.e., the loading rate) is generally higher when running in conventional versus minimalist shoes. Findings from",0
27045504_c1,27045504,Injuries And Footwear (Part 2): Minimalist Running Shoes.,2016,heel_drop,"foot (forefoot strike pattern). The rate at which force is developed on ground impact (i.e., the loading rate) is generally higher when running in conventional versus minimalist shoes. Findings from studies that have looked at associations between injuries and foot strike patterns or injuries and loading rates are conflicting, so it is not clear if these factors influence injury rates; more research is needed. Better-designed prospective studies indicate that bone stress injuries and the overall injury incidence are higher in minimalist shoes during the early weeks (10-12 weeks) of transition to this type of footwear. Longer-term studies are needed to define injury rates once runners are fully transitioned to minimalist shoes. At least one longer-term minimalist-shoe investigation is ongoing and, hopefully, will be published soon.",1
27045504_c2,27045504,Injuries And Footwear (Part 2): Minimalist Running Shoes.,2016,heel_drop,"hopefully, will be published soon.",2
36290465_c0,36290465,The Implications of Sports Biomechanics Studies on the Research and Development of Running Shoes: A Systematic Review.,2022,heel_drop,"Although various sports footwear demonstrated marked changes in running biomechanical variables, few studies have yielded definitive findings on the underlying mechanisms of shoe constructions affecting running-related performance and injuries. Therefore, this study focused on examining the effect of basic shoe constructions on running biomechanics and assessing the current state of sports shoe production in terms of injury and efficiency. Relevant literature was searched on five databases using Boolean logic operation and then screened by eligibility criteria. A total of 1260 related articles were retrieved in this review, and 41 articles that met the requirements were finally included, mainly covering the influence of midsole, longitudinal bending stiffness, heel-toe drop, shoe mass, heel flare, and heel stabilizer on running-related performance and injuries. The results of this review study were: (1) The functional positioning of running shoe design and the target groups tend to influence running performance and injury risk; (2) Thickness of",0
36290465_c1,36290465,The Implications of Sports Biomechanics Studies on the Research and Development of Running Shoes: A Systematic Review.,2022,heel_drop,"The results of this review study were: (1) The functional positioning of running shoe design and the target groups tend to influence running performance and injury risk; (2) Thickness of 15-20 mm, hardness of Asker C50-C55 of the midsole, the design of the medial or lateral heel flares of 15°, the curved carbon plate, and the 3D printed heel cup may be beneficial to optimize performance and reduce running-related injuries; (3) The update of research and development concepts in sports biomechanics may further contribute to the development of running shoes; (4) Footwear design and optimization should also consider the influences of runners' strike patterns.",1
42170146_c0,42170146,Updates to the Running Shoe and Injury Considerations.,2026,heel_drop,"Elite athletes continue to break new records while running shoe design evolves, diverges, and incorporates new technologies. Shoe design is grossly split between minimalist, traditional, and maximalist shoes. Each shoe has a unique design with characteristics defined by the stack height, heel height, heel-to-toe drop, arch support, cushion, weight, and resulting biomechanics. Current epidemiology of running-related injuries correlates to experience level, weekly volume, and training progression, but the literature currently suggests there are limited effects from footwear. Although biomechanical research demonstrates the effects of footwear on the mechanical forces and stressors, clinically relevant outcomes are limited. Despite a lack of conclusive evidence, runners and clinicians often still perceive footwear as a key factor for injury prevention. This narrative review highlights the need for continued research into clinical outcomes and unbiased individualized footwear recommendations based on comfort, experience, and performance goals using current best-known practices.",0
24618371_c0,24618371,A mechanical protocol to replicate impact in walking footwear.,2014,heel_drop,"Impact testing is undertaken to quantify the shock absorption characteristics of footwear. The current widely reported mechanical testing method mimics the heel impact in running and therefore applies excessive energy to walking footwear. The purpose of this study was to modify the ASTM protocol F1614 (Procedure A) to better represent walking gait. This was achieved by collecting kinematic and kinetic data while participants walked in four different styles of walking footwear (trainer, oxford shoe, flip-flop and triple-density sandal). The quantified heel-velocity and effective mass at ground-impact were then replicated in a mechanical protocol. The kinematic data identified different impact characteristics in the footwear styles. Significantly faster heel velocity towards the floor was recorded walking in the toe-post sandals (flip-flop and triple-density sandal) compared with other conditions (e.g. flip-flop: 0.36±0.05 ms(-1) versus trainer: 0.18±0.06 ms(-1)). The mechanical protocol was adapted by altering the mass and drop height specific to the data",0
24618371_c1,24618371,A mechanical protocol to replicate impact in walking footwear.,2014,heel_drop,"triple-density sandal) compared with other conditions (e.g. flip-flop: 0.36±0.05 ms(-1) versus trainer: 0.18±0.06 ms(-1)). The mechanical protocol was adapted by altering the mass and drop height specific to the data captured for each shoe (e.g. flip-flop: drop height 7 mm, mass 16.2 kg). As expected, the adapted mechanical protocol produced significantly lower peak force and accelerometer values than the ASTM protocol (p<.001). The mean difference between the human and adapted protocol was 12.7±17.5% (p<.001) for peak acceleration and 25.2±17.7% (p=.786) for peak force. This paper demonstrates that altered mechanical test protocols can more closely replicate loading on the lower limb in walking. This therefore suggests that testing of material properties of footbeds not only needs to be gait style specific (e.g. running versus walking), but also footwear style specific.",1
24618371_c2,24618371,A mechanical protocol to replicate impact in walking footwear.,2014,heel_drop,"(e.g. running versus walking), but also footwear style specific.",2
26300981_c0,26300981,A consensus definition and rating scale for minimalist shoes.,2015,heel_drop,"While minimalist running shoes may have an influence on running biomechanics and on the incidence of overuse injuries, the term ""minimalist"" is currently used without standardisation. The objectives of this study were to reach a consensus on a standard definition of minimalist running shoes, and to develop and validate a rating scale that could be used to determine the degree of minimalism of running shoes, the Minimalist Index (MI).",0
38551203_c0,38551203,Acute effects of negative heel shoes on perceived pain and knee biomechanical characteristics of runners with patellofemoral pain.,2024,heel_drop,To determine the effects of negative heel shoes on perceived pain and knee biomechanical characteristics of runners with patellofemoral pain (PFP) during running.,0
35733527_c0,35733527,Effect of the Innovative Running Shoes With the Special Midsole Structure on the Female Runners' Lower Limb Biomechanics.,2022,heel_drop,The study aimed to research the effects of innovative running shoes (a high heel-to-toe drop and special structure of midsole) on the biomechanics of the lower limbs and perceptual sensitivity in female runners. Fifteen healthy female runners were recruited to run through a 145-m runway with planted force plates at one peculiar speed (3.6 m/s ± 5%) with two kinds of shoe conditions (innovative running shoes,0
28365220_c0,28365220,Adaptation of running pattern to the drop of standard cushioned shoes: A randomised controlled trial with a 6-month follow-up.,2017,heel_drop,"While several cross-sectional studies have investigated the acute effects of shoe drop on running biomechanics, the long-term consequences are currently unknown. This study aimed to investigate if the drop of standard cushioned shoes induces specific adaptations in running technique over a six-month period in leisure-time runners.",0
32673375_c0,32673375,Shoe feature recommendations for different running levels: A Delphi study.,2020,heel_drop,"Providing runners with footwear that match their functional needs has the potential to improve footwear comfort, enhance running performance and reduce the risk of overuse injuries. It is currently not known how footwear experts make decisions about different shoe features and their properties for runners of different levels. We performed a Delphi study in order to understand: 1) definitions of different runner levels, 2) which footwear features are considered important and 3) how these features should be prescribed for runners of different levels. Experienced academics, journalists, coaches, bloggers and physicians that examine the effects of footwear on running were recruited to participate in three rounds of a Delphi study. Three runner level definitions were refined throughout this study based on expert feedback. Experts were also provided a list of 20 different footwear features. They were asked which features were important and what the properties of those features should be. Twenty-four",0
32673375_c1,32673375,Shoe feature recommendations for different running levels: A Delphi study.,2020,heel_drop,"expert feedback. Experts were also provided a list of 20 different footwear features. They were asked which features were important and what the properties of those features should be. Twenty-four experts, most with 10+ years of experience, completed all three rounds of this study. These experts came to a consensus for the characteristics of three different running levels. They indicated that 12 of the 20 footwear features initially proposed were important for footwear design. Of these 12 features, experts came to a consensus on how to apply five footwear feature properties for all three different running levels. These features were: upper breathability, forefoot bending stiffness, heel-to-toe drop, torsional bending stiffness and crash pad. Interestingly, the experts were not able to come to a consensus on one of the most researched footwear features, rearfoot midsole hardness. These recommendations can provide a starting point for further biomechanical studies, especially for features that",1
32673375_c2,32673375,Shoe feature recommendations for different running levels: A Delphi study.,2020,heel_drop,"come to a consensus on one of the most researched footwear features, rearfoot midsole hardness. These recommendations can provide a starting point for further biomechanical studies, especially for features that are considered as important, but have not yet been examined experimentally.",2
38377740_c0,38377740,Effect of midsole hardness and surface type cushioning on landing impact in heel-strike runners.,2024,cushioning,"High loading impact associated with heel strikes causes running injuries. This study aimed to investigate how loading impact is affected by midsole hardness and running surface type. Twelve young rear-foot runners ran at a fixed speed along an 18 m runway wearing shoes with different midsole hardness (Asker C-45, C-50, C-55, C-60, from soft to hard) and on two different surfaces (rubber and concrete). We quantified vertical average loading rate (VALR) and vertical impact peak force (VIPF). We conducted midsole × surface repeated-measures ANOVA on loading impact measures, and one-sample t-tests to compare VALR with a threshold value (80 BW·s",0
25897963_c0,25897963,Increased vertical impact forces and altered running mechanics with softer midsole shoes.,2015,cushioning,"To date it has been thought that shoe midsole hardness does not affect vertical impact peak forces during running. This conclusion is based partially on results from experimental data using homogeneous samples of participants that found no difference in vertical impact peaks when running in shoes with different midsole properties. However, it is currently unknown how apparent joint stiffness is affected by shoe midsole hardness. An increase in apparent joint stiffness could result in a harder landing, which should result in increased vertical impact peaks during running. The purpose of this study was to quantify the effect of shoe midsole hardness on apparent ankle and knee joint stiffness and the associated vertical ground reaction force for age and sex subgroups during heel-toe running. 93 runners (male and female) aged 16-75 years ran at 3.33 ± 0.15 m/s on a 30 m-long runway with soft, medium and hard midsole shoes. The",0
25897963_c1,25897963,Increased vertical impact forces and altered running mechanics with softer midsole shoes.,2015,cushioning,"during heel-toe running. 93 runners (male and female) aged 16-75 years ran at 3.33 ± 0.15 m/s on a 30 m-long runway with soft, medium and hard midsole shoes. The vertical impact peak increased as the shoe midsole hardness decreased (mean(SE); soft: 1.70BW(0.03), medium: 1.64BW(0.03), hard: 1.54BW(0.03)). Similar results were found for the apparent ankle joint stiffness where apparent stiffness increased as the shoe midsole hardness decreased (soft: 2.08BWm/º x 100 (0.05), medium: 1.92 BWm/º x 100 (0.05), hard: 1.85 BWm/º x 100 (0.05)). Apparent knee joint stiffness increased for soft (1.06BWm/º x 100 (0.04)) midsole compared to the medium (0.95BWm/º x 100 (0.04)) and hard (0.96BWm/º x 100 (0.04)) midsoles for female participants. The results from this study confirm that shoe midsole hardness can have an effect on vertical impact force peaks and that this may be connected to the hardness of the landing. The results from this study",1
25897963_c2,25897963,Increased vertical impact forces and altered running mechanics with softer midsole shoes.,2015,cushioning,that shoe midsole hardness can have an effect on vertical impact force peaks and that this may be connected to the hardness of the landing. The results from this study may provide useful information regarding the development of cushioning guidelines for running shoes.,2
28265506_c0,28265506,Immediate effects of EVA midsole resilience and upper shoe structure on running biomechanics: a machine learning approach.,2017,cushioning,"Resilience of midsole material and the upper structure of the shoe are conceptual characteristics that can interfere in running biomechanics patterns. Artificial intelligence techniques can capture features from the entire waveform, adding new perspective for biomechanical analysis. This study tested the influence of shoe midsole resilience and upper structure on running kinematics and kinetics of non-professional runners by using feature selection, information gain, and artificial neural network analysis.",0
11415737_c0,11415737,Perceptual and biomechanical variables for running in identical shoe constructions with varying midsole hardness.,1997,cushioning,"OBJECTIVE: Perceptual ratings of mechanical variables were compared with biomechanical variables that are related to running injuries. DESIGN: Eight identical running shoes with a relatively close range of midsole hardness were used. Ground reaction force (GRF), in-shoe pressure distribution and rearfoot motion were measured during running. Perceptual ratings were obtained after the running trials. BACKGROUND: Previous studies reported high correlations between cushioning perception and biomechanical variables for shoes that featured large differences in midsole hardness. METHODS: A 15-point categorical rating scale was used to judge impact severity, pressure magnitude and rearfoot motion in running. Rating scores were compared with biomechanical variables (GRF, pressure distribution and pronation values) using regression analyses. RESULTS: Regression analyses revealed high relations between different biomechanical variables and the perception scores. The best relation to perception was analysed for the median power frequency of the vertical GRF (r(2) = 0.97). A negative correlation (r(2) = 0.54) between",0
11415737_c1,11415737,Perceptual and biomechanical variables for running in identical shoe constructions with varying midsole hardness.,1997,cushioning,"and the perception scores. The best relation to perception was analysed for the median power frequency of the vertical GRF (r(2) = 0.97). A negative correlation (r(2) = 0.54) between the first impact of GRF and the perception of impact severity could be revealed. CONCLUSION: The present study suggests that the body's sensory system seems to differentiate well between impacts of different frequency content. Based on perceptual abilities, subjects adapt their running style to avoid high heel impacts.",1
36047733_c0,36047733,"Effects of midsole thickness on ground reaction force, ankle stability, and sports performances in four basketball movements.",2025,cushioning,"Changes in midsole thickness can influence cushioning and rearfoot stability in running, but no information has been established in basketball. This study aimed to investigate whether midsole thickness would alter ground reaction force, ankle stability and performance-related indicators in four basketball manoeuvres. Fifteen university basketball athletes performed lateral shuffle, forward sprint, counter-movement jump (CMJ) and drop landing in basketball shoes of five midsole thicknesses (Thinnest, Thin, Medium, Thick, Thickest). One-way repeated-measures ANOVA was performed on each of the biomechanics and performances variables and Friedman test was performed on comfort perceptions. Our findings found a significant midsole thickness effect on the lower extremity biomechanics (",0
24441213_c0,24441213,A test of the metabolic cost of cushioning hypothesis during unshod and shod running.,2014,cushioning,"This study aimed to investigate the effects of surface and shoe cushioning on the metabolic cost of running. In running, the leg muscles generate force to cushion the impact with the ground. External cushioning (surfaces or shoes) may reduce the muscular effort needed for cushioning and thus reduce metabolic cost. Our primary hypothesis was that the metabolic cost of unshod running would decrease with a more cushioned running surface. We also hypothesized that because of the counteracting effects of shoe cushioning and mass, unshod running on a hard surface would have approximately the same metabolic cost as running in lightweight, cushioned shoes.",0
35557980_c0,35557980,A Re-examination of the Measurement of Foot Strike Mechanics During Running: The Immediate Effect of Footwear Midsole Thickness.,2022,cushioning,"Midsole cushioning thickness (MT) is a key component of running footwear that may influence the stiffness setting of the joints, performance enhancement, and injury prevention. Most studies that have investigated the influence of manipulating shoe midsole characteristics on foot strike patterns and vertical force loading rates have not considered the dynamic conditions of initial landing and the associated initial lower limb joint stiffness. In this study, we examined the effect of running in shoes with large changes in MT on both the posture and dynamics associated with foot strike.",0
19225961_c0,19225961,Computer simulation of the effects of shoe cushioning on internal and external loading during running impacts.,2009,cushioning,"Biomechanical aspects of running injuries are often inferred from external loading measurements. However, previous research has suggested that relationships between external loading and potential injury-inducing internal loads can be complex and nonintuitive. Further, the loading response to training interventions can vary widely between subjects. In this study, we use a subject-specific computer simulation approach to estimate internal and external loading of the distal tibia during the impact phase for two runners when running in shoes with different midsole cushioning parameters. The results suggest that: (1) changes in tibial loading induced by footwear are not reflected by changes in ground reaction force (GRF) magnitudes; (2) the GRF loading rate is a better surrogate measure of tibial loading and stress fracture risk than the GRF magnitude; and (3) averaging results across groups may potentially mask differential responses to training interventions between individuals.",0
29900183_c0,29900183,Influence of Maximal Running Shoes on Biomechanics Before and After a 5K Run.,2018,cushioning,"Lower extremity injuries are common among runners. Recent trends in footwear have included minimal and maximal running shoe types. Maximal running shoes are unique because they provide the runner with a highly cushioned midsole in both the rearfoot and forefoot. However, little is known about how maximal shoes influence running biomechanics.",0
39029586_c0,39029586,Could footwear stiffness reduce the development of proinflammatory markers in long-distance runners?,2024,cushioning,"Strenuous running triggers the coordination of pro- and anti-inflammatory, as well as immunoregulatory cytokines, which are upregulated in response to inflammatory stimulus and thus considered a precursor to overuse injury. The aim of this study was to correlate injury risk to footwear stiffness normalized against each runner's weight, i.e. the midsole's ability to resist deformation in response to the applied force.",0
22967232_c0,22967232,Durability of running shoes with ethylene vinyl acetate or polyurethane midsoles.,2012,cushioning,"Ethylene vinyl acetate and polyurethane are widely used materials for shoe midsoles. The present study investigated the durability of running shoes made from ethylene vinyl acetate and one type of polyurethane (polyurethane-1), which have similar hardness and density, and another type of polyurethane (polyurethane-2), which has high hardness/density. All shoes differed from one another only in terms of the midsole material used. Eight male runners participated in the present study and used the shoes to run 500 km (10 × 50 km). The cushioning and energy return characteristics of each shoe were measured using an impact tester before and after each 50-km run. The results showed that as the running distance increased, the peak force of midsole materials changed with different patterns. Ethylene vinyl acetate and polyurethane-1 showed greater cushioning than polyurethane-2 over 500 km (ethylene vinyl acetate, 918.2-968.0 N; polyurethane-1, 909.6-972.9 N; polyurethane-2, 983.0-1105.6 N). Polyurethane-1 showed greater cushioning",0
22967232_c1,22967232,Durability of running shoes with ethylene vinyl acetate or polyurethane midsoles.,2012,cushioning,"different patterns. Ethylene vinyl acetate and polyurethane-1 showed greater cushioning than polyurethane-2 over 500 km (ethylene vinyl acetate, 918.2-968.0 N; polyurethane-1, 909.6-972.9 N; polyurethane-2, 983.0-1105.6 N). Polyurethane-1 showed greater cushioning from 200 km to 300 km compared with 0 km (0 km, 972.9 ± 66.3 N; 200 km, 909.6 ± 61.2 N; 250 km, 921.9 ± 51.2 N; 300 km, 924.6 ± 51.9 N). The cushioning of ethylene vinyl acetate shoes was diminished after 500 km compared with that at 0 km (968.0 ± 25.9 N vs. 921.1 ± 20.1 N). Ethylene vinyl acetate resulted in greater energy returns than polyurethane. Both foam category and hardness/density affected the critical biomechanical properties of running shoes.",1
24576090_c0,24576090,Aging of running shoes and its effect on mechanical and biomechanical variables: implications for runners.,2014,cushioning,"This study investigates the effect of running shoes' aging on mechanical and biomechanical parameters as a function of midsole materials (viscous, intermediate, elastic) and ground inclination. To this aim, heel area of the shoe (under calcaneal tuberosity) was first mechanically aged at realistic frequency and impact magnitudes based on a 660 km training plan. Stiffness (ST) and viscosity were then measured on both aged and matching new shoes, and repercussions on biomechanical variables (joint kinematics, muscular pre-activation, vertical ground reaction force and tibial acceleration) were assessed during a leg-extended stepping-down task designed to mimic the characteristics of running impacts. Shoes' aging led to increased ST (means: from 127 to 154 N ∙ mm(-1)) and decreased energy dissipation (viscosity) (means: from 2.19 to 1.88 J). The effects induced by mechanical changes on body kinematics were very small. However, they led with the elastic shoe to increased vastus lateralis pre-activation, tibial acceleration",0
24576090_c1,24576090,Aging of running shoes and its effect on mechanical and biomechanical variables: implications for runners.,2014,cushioning,"2.19 to 1.88 J). The effects induced by mechanical changes on body kinematics were very small. However, they led with the elastic shoe to increased vastus lateralis pre-activation, tibial acceleration peak (means: from 4.5 g to 5.2 g) and rate. Among the three shoes tested, the shoe with intermediate midsole foam provided the best compromise between viscosity and elasticity. The optimum balance remains to be found for the design of shoes regarding at once cushioning, durability and injury prevention.",1
8857704_c0,8857704,Biomechanics and running economy.,1996,running_economy,"Running economy, which has traditionally been measured as the oxygen cost of running at a given velocity, has been accepted as the physiological criterion for 'efficient' performance and has been identified as a critical element of overall distance running performance. There is an intuitive link between running mechanics and energy cost of running, but research to date has not established a clear mechanical profile of an economic runner. It appears that through training, individuals are able to integrate and accommodate their own unique combination of dimensions and mechanical characteristics so that they arrive at a running motion which is most economical for them. Information in the literature suggests that biomechanical factors are likely to contribute to better economy in any runner. A variety of anthropometric dimensions could influence biomechanical effectiveness. These include: average or slightly smaller than average height for men and slightly greater than average height for women; high",0
8857704_c1,8857704,Biomechanics and running economy.,1996,running_economy,"runner. A variety of anthropometric dimensions could influence biomechanical effectiveness. These include: average or slightly smaller than average height for men and slightly greater than average height for women; high ponderal index and ectomorphic or ectomesomorphic physique; low percentage body fat; leg morphology which distributes mass closer to the hip joint; narrow pelvis and smaller than average feet. Gait patterns, kinematics and the kinetics of running may also be related to running economy. These factors include: stride length which is freely chosen over considerable running time; low vertical oscillation of body centre of mass; more acute knee angle during swing; less range of motion but greater angular velocity of plantar flexion during toe-off; arm motion of smaller amplitude; low peak ground reaction forces; faster rotation of shoulders in the transverse plane; greater angular excursion of the hips and shoulders about the polar axis in the transverse plane; and effective exploitation",1
8857704_c2,8857704,Biomechanics and running economy.,1996,running_economy,"ground reaction forces; faster rotation of shoulders in the transverse plane; greater angular excursion of the hips and shoulders about the polar axis in the transverse plane; and effective exploitation of stored elastic energy. Other factors which may improve running economy are: lightweight but well-cushioned shoes; more comprehensive training history; and the running surface of intermediate compliance. At the developmental level, this information might be useful in identifying athletes with favourable characteristics for economical distance running. At higher levels of competition, it is likely that 'natural selection' tends to eliminate athletes who failed to either inherit or develop characteristics which favour economy.",2
1615256_c0,1615256,Biomechanics of sprint running. A review.,1992,running_economy,"Understanding of biomechanical factors in sprint running is useful because of their critical value to performance. Some variables measured in distance running are also important in sprint running. Significant factors include: reaction time, technique, electromyographic (EMG) activity, force production, neural factors and muscle structure. Although various methodologies have been used, results are clear and conclusions can be made. The reaction time of good athletes is short, but it does not correlate with performance levels. Sprint technique has been well analysed during acceleration, constant velocity and deceleration of the velocity curve. At the beginning of the sprint run, it is important to produce great force/power and generate high velocity in the block and acceleration phases. During the constant-speed phase, the events immediately before and during the braking phase are important in increasing explosive force/power and efficiency of movement in the propulsion phase. There are no research results available regarding force production",0
1615256_c1,1615256,Biomechanics of sprint running. A review.,1992,running_economy,"immediately before and during the braking phase are important in increasing explosive force/power and efficiency of movement in the propulsion phase. There are no research results available regarding force production in the sprint-deceleration phase. The EMG activity pattern of the main sprint muscles is described in the literature, but there is a need for research with highly skilled sprinters to better understand the simultaneous operation of many muscles. Skeletal muscle fibre characteristics are related to the selection of talent and the training-induced effects in sprint running. Efficient sprint running requires an optimal combination between the examined biomechanical variables and external factors such as footwear, ground and air resistance. Further research work is needed especially in the area of nervous system, muscles and force and power production during sprint running. Combining these with the measurements of sprinting economy and efficiency more knowledge can be achieved in the near future.",1
1615256_c2,1615256,Biomechanics of sprint running. A review.,1992,running_economy,muscles and force and power production during sprint running. Combining these with the measurements of sprinting economy and efficiency more knowledge can be achieved in the near future.,2
15233599_c0,15233599,Factors affecting running economy in trained distance runners.,2004,running_economy,"Running economy (RE) is typically defined as the energy demand for a given velocity of submaximal running, and is determined by measuring the steady-state consumption of oxygen (VO2) and the respiratory exchange ratio. Taking body mass (BM) into consideration, runners with good RE use less energy and therefore less oxygen than runners with poor RE at the same velocity. There is a strong association between RE and distance running performance, with RE being a better predictor of performance than maximal oxygen uptake (VO2max) in elite runners who have a similar VO2max). RE is traditionally measured by running on a treadmill in standard laboratory conditions, and, although this is not the same as overground running, it gives a good indication of how economical a runner is and how RE changes over time. In order to determine whether changes in RE are real or not, careful standardisation of footwear, time of test",0
15233599_c1,15233599,Factors affecting running economy in trained distance runners.,2004,running_economy,"how economical a runner is and how RE changes over time. In order to determine whether changes in RE are real or not, careful standardisation of footwear, time of test and nutritional status are required to limit typical error of measurement. Under controlled conditions, RE is a stable test capable of detecting relatively small changes elicited by training or other interventions. When tracking RE between or within groups it is important to account for BM. As VO2 during submaximal exercise does not, in general, increase linearly with BM, reporting RE with respect to the 0.75 power of BM has been recommended. A number of physiological and biomechanical factors appear to influence RE in highly trained or elite runners. These include metabolic adaptations within the muscle such as increased mitochondria and oxidative enzymes, the ability of the muscles to store and release elastic energy by increasing the stiffness of the muscles,",1
15233599_c2,15233599,Factors affecting running economy in trained distance runners.,2004,running_economy,"metabolic adaptations within the muscle such as increased mitochondria and oxidative enzymes, the ability of the muscles to store and release elastic energy by increasing the stiffness of the muscles, and more efficient mechanics leading to less energy wasted on braking forces and excessive vertical oscillation. Interventions to improve RE are constantly sought after by athletes, coaches and sport scientists. Two interventions that have received recent widespread attention are strength training and altitude training. Strength training allows the muscles to utilise more elastic energy and reduce the amount of energy wasted in braking forces. Altitude exposure enhances discrete metabolic aspects of skeletal muscle, which facilitate more efficient use of oxygen. The importance of RE to successful distance running is well established, and future research should focus on identifying methods to improve RE. Interventions that are easily incorporated into an athlete's training are desirable.",2
15233599_c3,15233599,Factors affecting running economy in trained distance runners.,2004,running_economy,"established, and future research should focus on identifying methods to improve RE. Interventions that are easily incorporated into an athlete's training are desirable.",3
25164465_c0,25164465,Strategies to improve running economy.,2015,running_economy,"Running economy (RE) represents a complex interplay of physiological and biomechanical factors that is typically defined as the energy demand for a given velocity of submaximal running and expressed as the submaximal oxygen uptake (VO2) at a given running velocity. This review considered a wide range of acute and chronic interventions that have been investigated with respect to improving economy by augmenting one or more components of the metabolic, cardiorespiratory, biomechanical or neuromuscular systems. Improvements in RE have traditionally been achieved through endurance training. Endurance training in runners leads to a wide range of physiological responses, and it is very likely that these characteristics of running training will influence RE. Training history and training volume have been suggested to be important factors in improving RE, while uphill and level-ground high-intensity interval training represent frequently prescribed forms of training that may elicit further enhancements in economy. More recently, research has demonstrated",0
